cc_Label, uc_Label, cc_Rank_tfidf, uc_Rank_tfidf, cc_avgIdf, cc_maxIdf, cc_devIdf, cc_avgIctf, cc_maxIctf, cc_devIctf, cc_avgEntropy, cc_medEntropy, cc_maxEntropy, cc_devEntropy, cc_qs, cc_scs, cc_avgVar, cc_maxVar, cc_sumVar, cc_cs, uc_avgIdf, uc_maxIdf, uc_devIdf, uc_avgIctf, uc_maxIctf, uc_devIctf, uc_avgEntropy, uc_medEntropy, uc_maxEntropy, uc_devEntropy, uc_qs, uc_scs, uc_avgVar, uc_maxVar, uc_sumVar, uc_cs, IsLinkValid
31,100,13,16,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.033563,2.995732,1.148198,1.590253,2.995732,1.747645,0.788686,1,1,0.312001,1,-7.316707,0.001223,0.006049,0.096607,0.48075, false
31,101,15,26,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.207388,2.995732,1.052294,1.831408,2.995732,1.627065,0.777085,1,1,0.337754,1,-5.476112,0.001044,0.006691,0.101235,0.48685, false
31,102,14,24,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.182123,2.995732,1.044717,1.764487,2.995732,1.656524,0.753459,1,1,0.351865,1,-7.007579,0.001161,0.006691,0.126495,0.4724, false
31,103,15,37,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.19359,2.995732,1.040929,1.787011,2.995732,1.660802,0.750433,1,1,0.356451,1,-7.225449,0.001115,0.006691,0.119286,0.4724, false
31,104,14,25,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.209345,2.995732,0.967019,1.824918,2.995732,1.55401,0.697447,1,1,0.381664,1,-5.641002,0.001207,0.006691,0.126713,0.48085, false
31,105,14,35,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.168956,2.995732,1.053521,1.729827,2.995732,1.690384,0.740273,1,1,0.363339,1,-7.709297,0.001188,0.006691,0.128321,0.48085, false
31,106,13,34,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.186072,2.995732,1.029156,1.76091,2.995732,1.671228,0.730937,1,1,0.367523,1,-6.790154,0.001183,0.006691,0.119511,0.4638, false
31,107,5,7,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.191823,2.995732,1.009632,1.82229,2.995732,1.529679,0.768105,1,1,0.317319,1,-4.382111,0.001458,0.006691,0.091859,0.52255, false
31,108,5,13,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.269003,2.995732,0.957387,1.957264,2.995732,1.445873,0.746266,1,1,0.347931,1,-3.02619,0.001248,0.006691,0.068657,0.52255, false
31,109,5,12,3.130568,4.143135,1.468816,2.995423,4.143135,1.668764,0.877908,1,1,0.215968,1,-2.762041,0.001567,0.014624,0.106558,0.682619,2.294503,2.995732,0.9499,1.993701,2.995732,1.433076,0.755169,1,1,0.344946,1,-2.963401,0.001205,0.006691,0.068657,0.52255, false
