cc_Label, uc_Label, cc_Rank_tfidf, uc_Rank_tfidf, cc_avgIdf, cc_maxIdf, cc_devIdf, cc_avgIctf, cc_maxIctf, cc_devIctf, cc_avgEntropy, cc_medEntropy, cc_maxEntropy, cc_devEntropy, cc_qs, cc_scs, cc_avgVar, cc_maxVar, cc_sumVar, cc_cs, uc_avgIdf, uc_maxIdf, uc_devIdf, uc_avgIctf, uc_maxIctf, uc_devIctf, uc_avgEntropy, uc_medEntropy, uc_maxEntropy, uc_devEntropy, uc_qs, uc_scs, uc_avgVar, uc_maxVar, uc_sumVar, uc_cs, IsLinkValid
autenticazione, uc1,72,49,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.927699,4.75359,1.156079,0.415329,4.75359,1.964648,0.536012,0.554699,0.554699,0.222884,1,-14.73371,0.004632,0.023594,0.3057,0.279379, false
autenticazione, uc10,36,36,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.55824,4.75359,0.986454,-0.271558,4.75359,1.725751,0.586435,0.564368,0.564368,0.181209,1,-15.7772,0.004116,0.012843,0.193458,0.290922, false
autenticazione, uc11,42,39,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.871597,4.75359,1.115995,0.233086,4.75359,1.727649,0.550217,0.554699,0.554699,0.216907,1,-11.218987,0.005753,0.017886,0.264633,0.290914, false
autenticazione, uc12,16,5,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.851088,4.75359,0.987482,0.221565,4.75359,1.710514,0.537927,0.554699,0.554699,0.192219,1,-10.372082,0.004214,0.012843,0.181189,0.306095, false
autenticazione, uc13,16,13,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,2.127238,4.75359,1.079897,0.611016,4.75359,1.839287,0.497777,0.523011,0.523011,0.20972,0.982759,-10.619198,0.004397,0.012603,0.193481,0.28586, false
autenticazione, uc14,24,9,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,2.152298,4.75359,1.363208,0.742583,4.75359,2.228659,0.576076,0.579517,0.579517,0.25758,1,-8.58662,0.00494,0.012843,0.2075,0.296431, false
autenticazione, uc15,21,2,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.861118,4.75359,1.288675,0.407687,4.75359,2.075234,0.569501,0.579517,0.579517,0.232428,1,-17.334243,0.004132,0.031453,0.322328,0.304957, false
autenticazione, uc16,12,4,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.949187,4.75359,1.151246,0.503826,4.75359,1.987755,0.531837,0.547478,0.547478,0.221692,0.991379,-10.417483,0.004555,0.012843,0.209544,0.294365, false
autenticazione, uc17,72,35,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.92984,4.75359,1.160616,0.305531,4.75359,1.894274,0.519609,0.547478,0.547478,0.232523,1,-16.562859,0.005782,0.031453,0.497213,0.301293, false
autenticazione, uc18,34,11,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,2.035646,4.75359,1.244041,0.429722,4.75359,2.046883,0.55073,0.554699,0.554699,0.226958,1,-9.390412,0.006939,0.031453,0.36083,0.29669, false
autenticazione, uc19,43,41,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.870218,4.75359,1.083084,0.154129,4.75359,1.897402,0.526124,0.523011,0.523011,0.216797,1,-15.471498,0.005163,0.01322,0.330451,0.262707, false
autenticazione, uc2,55,40,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.785546,4.75359,1.343098,0.223877,4.75359,2.15472,0.602382,0.657742,0.657742,0.235294,0.991379,-18.99933,0.00434,0.031453,0.31685,0.299878, false
autenticazione, uc20,48,16,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,1.763511,4.75359,1.091757,0.017471,4.75359,1.751415,0.535995,0.554699,0.554699,0.219269,1,-22.144955,0.005587,0.031453,0.558749,0.301233, false
autenticazione, uc21,32,37,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,2.007189,4.75359,1.379844,0.550292,4.75359,2.07846,0.575846,0.579156,0.579156,0.256942,0.982759,-13.902612,0.005397,0.031453,0.334586,0.296605, false
autenticazione, uc22,54,51,2.954286,4.060443,1.344127,2.590313,4.060443,1.780852,0.781175,1,1,0.295392,1,-10.903883,0.004301,0.024168,0.649468,0.315569,2.011489,4.75359,1.089842,0.339086,4.75359,1.807189,0.527238,0.519498,0.519498,0.213537,0.974138,-15.087005,0.00665,0.020484,0.332492,0.276726, false
